depth10cm,Year,Yearly Avg Soil Temp (10CM),Yearly Avg Soil Temp (F) 10CM,Month/Year,Monthly Avg Soil Temp (10CM)
8.7,,,,10/2012,
6,,,,10/2012,
5.2,,,,11/2012,
4.6,,,,11/2012,
3.8,,,,11/2012,
2.8,,,,11/2012,
1.5,,,,12/2012,
0.7,,,,12/2012,
0.6,,,,12/2012,
-0.8,,,,12/2012,
0.7,,,,1/2013,
-0.5,,,,1/2013,
-1.2,,,,1/2013,
-2,,,,1/2013,
-1.9,,,,1/2013,
-1.5,,,,2/2013,
-1.1,,,,2/2013,
-1.1,,,,2/2013,
-0.4,,,,2/2013,
-0.8,,,,3/2013,
-1.2,,,,3/2013,
-0.7,,,,3/2013,
0,,,,3/2013,
-0.5,,,,4/2013,
-0.7,,,,4/2013,
-0.6,,,,4/2013,
-0.4,,,,4/2013,
-0.3,,,,5/2013,
5.1,,,,5/2013,
6.8,,,,5/2013,
8.2,,,,5/2013,
11.1,,,,5/2013,
10.9,,,,6/2013,
12.1,,,,6/2013,
12.6,,,,6/2013,
14.8,,,,6/2013,
14.9,,,,7/2013,
16,,,,7/2013,
16.9,,,,7/2013,
16.2,,,,7/2013,
15.3,,,,7/2013,
14.5,,,,8/2013,
13.5,,,,8/2013,
15.6,,,,8/2013,
16.3,,,,8/2013,
14.9,,,,9/2013,
14.7,,,,9/2013,
12.6,,,,9/2013,
11.9,,,,9/2013,
11.6,,,,10/2013,
10.1,,,,10/2013,
9,,,,10/2013,
6.9,,,,10/2013,
5.8,,,,10/2013,
5.3,,,,11/2013,
3.8,,,,11/2013,
3.9,,,,11/2013,
1.5,,,,11/2013,
1,,,,12/2013,
0.1,,,,12/2013,
0.7,,,,12/2013,
0.1,,,,12/2013,
-0.7,,,,12/2013,
-0.8,,,,1/2014,
-1.1,,,,1/2014,
-1.4,,,,1/2014,
-0.9,,,,1/2014,
-1.6,,,,2/2014,
-1.4,,,,2/2014,
-0.8,,,,2/2014,
-1.2,,,,2/2014,
-0.9,,,,3/2014,
-0.7,,,,3/2014,
-0.9,,,,3/2014,
-1.1,,,,3/2014,
-0.2,,,,4/2014,
0.3,,,,4/2014,
-0.3,,,,4/2014,
-0.2,,,,4/2014,
-0.2,,,,5/2014,
0,,,,5/2014,
-0.3,,,,5/2014,
0.3,,,,5/2014,
2.4,,,,5/2014,
6.7,,,,6/2014,
6.8,,,,6/2014,
8.4,,,,6/2014,
9.6,,,,6/2014,
11,,,,7/2014,
12.9,,,,7/2014,
11.5,,,,7/2014,
14,,,,7/2014,
13,,,,7/2014,
13.2,,,,8/2014,
13.7,,,,8/2014,
13.9,,,,8/2014,
13.5,,,,8/2014,
13.8,,,,9/2014,
12.5,,,,9/2014,
10.9,,,,9/2014,
11.7,,,,9/2014,
10.8,,,,10/2014,
9.1,,,,10/2014,
8.6,,,,10/2014,
8,,,,10/2014,
7.4,,,,10/2014,
5.9,,,,11/2014,
5.1,,,,11/2014,
3.2,,,,11/2014,
1.5,,,,11/2014,
0.2,,,,12/2014,
0.2,,,,12/2014,
0.1,,,,12/2014,
0.6,,,,12/2014,
-1,,,,12/2014,
-1.7,,,,1/2015,
-1.2,,,,1/2015,
-1.1,,,,1/2015,
-0.7,,,,1/2015,
-2.1,,,,2/2015,
-1.2,,,,2/2015,
-2.9,,,,2/2015,
-2.1,,,,2/2015,
-2.4,,,,3/2015,
-0.3,,,,3/2015,
-0.6,,,,3/2015,
-0.7,,,,3/2015,
-0.1,,,,4/2015,
-0.7,,,,4/2015,
0.1,,,,4/2015,
-0.1,,,,4/2015,
-0.4,,,,4/2015,
-0.1,,,,5/2015,
-0.4,,,,5/2015,
-0.1,,,,5/2015,
-0.2,,,,5/2015,
0,,,,6/2015,
4.8,,,,6/2015,
5.2,,,,6/2015,
7.3,,,,6/2015,
9.6,,,,7/2015,
10.1,,,,7/2015,
11.6,,,,7/2015,
12.1,,,,7/2015,
13.3,,,,7/2015,
12.5,,,,8/2015,
13.2,,,,8/2015,
13.1,,,,8/2015,
12.1,,,,8/2015,
13.9,,,,9/2015,
14.4,,,,9/2015,
14.1,,,,9/2015,
12.2,,,,9/2015,
10.6,,,,9/2015,
9.2,,,,10/2015,
8.8,,,,10/2015,
7.3,,,,10/2015,
6.7,,,,10/2015,
7.1,,,,11/2015,
5.6,,,,11/2015,
6.6,,,,11/2015,
1,,,,12/2015,
1.3,,,,12/2015,
1.2,,,,12/2015,
0.7,,,,12/2015,
0.1,,,,12/2015,
0,,,,1/2016,
-1,,,,1/2016,
-0.3,,,,1/2016,
-0.3,,,,1/2016,
-0.8,,,,2/2016,
-1.2,,,,2/2016,
-1,,,,2/2016,
-0.8,,,,2/2016,
-0.8,,,,3/2016,
-0.4,,,,3/2016,
-0.5,,,,3/2016,
-0.5,,,,3/2016,
-0.2,,,,3/2016,
-0.6,,,,4/2016,
0.2,,,,4/2016,
1.3,,,,4/2016,
1.6,,,,4/2016,
2.7,,,,5/2016,
5.3,,,,5/2016,
5.1,,,,5/2016,
9,,,,5/2016,
8.8,,,,6/2016,
9,,,,6/2016,
10.4,,,,6/2016,
12,,,,6/2016,
12.3,,,,6/2016,
13.7,,,,7/2016,
14.3,,,,7/2016,
14.9,,,,7/2016,
15.7,,,,7/2016,
15.8,,,,8/2016,
15.8,,,,8/2016,
15.8,,,,8/2016,
14.8,,,,8/2016,
14.6,,,,8/2016,
15,,,,9/2016,
12.6,,,,9/2016,
12.7,,,,9/2016,
11.7,,,,9/2016,
12.5,,,,10/2016,
9.6,,,,10/2016,
9.1,,,,10/2016,
7,,,,10/2016,
7.4,,,,11/2016,
8.4,,,,11/2016,
6.8,,,,11/2016,
4.3,,,,11/2016,
3.1,,,,11/2016,
2.7,,,,12/2016,
1.7,,,,12/2016,
1,,,,12/2016,
1,,,,12/2016,
-0.5,,,,1/2017,
-0.2,,,,1/2017,
0.4,,,,1/2017,
0.1,,,,1/2017,
-0.2,,,,2/2017,
0.6,,,,2/2017,
0.4,,,,2/2017,
0,,,,3/2017,
-0.4,,,,3/2017,
-0.1,,,,3/2017,
0,,,,3/2017,
0.1,,,,3/2017,
1,,,,4/2017,
1.7,,,,4/2017,
1.8,,,,4/2017,
1.1,,,,4/2017,
2.2,,,,5/2017,
5.3,,,,5/2017,
7,,,,5/2017,
5.5,,,,5/2017,
7.7,,,,5/2017,
10.7,,,,6/2017,
12.1,,,,6/2017,
11.9,,,,6/2017,
11.8,,,,6/2017,
14.6,,,,7/2017,
13.9,,,,7/2017,
14.9,,,,7/2017,
15.3,,,,7/2017,
15.9,,,,7/2017,
14.9,,,,8/2017,
14.8,,,,8/2017,
14,,,,8/2017,
14.6,,,,8/2017,
13.1,,,,9/2017,
13.7,,,,9/2017,
13.6,,,,9/2017,
13.1,,,,9/2017,
12,,,,10/2017,
9.2,,,,10/2017,
9,,,,10/2017,
8.5,,,,10/2017,
5.4,,,,11/2017,
3.8,,,,11/2017,
3.4,,,,11/2017,
1.8,,,,11/2017,
2,,,,11/2017,
2.1,,,,12/2017,
0.4,,,,12/2017,
-0.4,,,,12/2017,
-1.8,,,,12/2017,
0.8,,,,1/2018,
-0.5,,,,1/2018,
-0.6,,,,1/2018,
-1,,,,1/2018,
-1.1,,,,1/2018,
-1.4,,,,2/2018,
-1.6,,,,2/2018,
-1.2,,,,2/2018,
-0.8,,,,3/2018,
-1.2,,,,3/2018,
-0.2,,,,3/2018,
-0.6,,,,3/2018,
-0.8,,,,3/2018,
-0.5,,,,4/2018,
-0.1,,,,4/2018,
0.1,,,,4/2018,
0.1,,,,4/2018,
0,,,,5/2018,
0.8,,,,5/2018,
3.4,,,,5/2018,
4.9,,,,5/2018,
5.7,,,,6/2018,
8.7,,,,6/2018,
11.2,,,,6/2018,
12.4,,,,6/2018,
12.9,,,,7/2018,
14.7,,,,7/2018,
14.5,,,,7/2018,
15.1,,,,7/2018,
14.5,,,,8/2018,
14.4,,,,8/2018,
15.7,,,,8/2018,
15.2,,,,8/2018,
13.9,,,,8/2018,
14.5,,,,9/2018,
13.7,,,,9/2018,
12.9,,,,9/2018,
12,,,,9/2018,
7.2,,,,10/2018,
6.3,,,,10/2018,
5.6,,,,10/2018,
4.5,,,,11/2018,
2.2,,,,11/2018,
1.7,,,,11/2018,
0.9,,,,11/2018,
0.2,,,,12/2018,
1,,,,12/2018,
0.4,,,,12/2018,
-0.1,,,,12/2018,
0.8,,,,1/2019,
0.3,,,,1/2019,
0.1,,,,1/2019,
0,,,,1/2019,
-1,,,,2/2019,
-0.8,,,,2/2019,
-0.7,,,,2/2019,
-0.2,,,,2/2019,
-0.3,,,,3/2019,
0,,,,3/2019,
0.2,,,,3/2019,
-0.1,,,,3/2019,
0,,,,4/2019,
-0.1,,,,4/2019,
-0.1,,,,4/2019,
1.1,,,,4/2019,
0.3,,,,5/2019,
1.1,,,,5/2019,
3.3,,,,5/2019,
3.9,,,,5/2019,
4.5,,,,5/2019,
7,,,,6/2019,
7.8,,,,6/2019,
8.6,,,,6/2019,
10.1,,,,6/2019,
12.4,,,,7/2019,
13.8,,,,7/2019,
14.9,,,,7/2019,
14.2,,,,7/2019,
13.5,,,,7/2019,
15,,,,8/2019,
14,,,,8/2019,
13.9,,,,8/2019,
13.3,,,,8/2019,
12.4,,,,9/2019,
11.6,,,,9/2019,
13.5,,,,9/2019,
12.5,,,,9/2019,
11.1,,,,10/2019,
10.1,,,,10/2019,
8.7,,,,10/2019,
8,,,,10/2019,
4.8,,,,10/2019,
3.2,,,,11/2019,
1.6,,,,11/2019,
2.3,,,,11/2019,
2.3,,,,11/2019,
1.9,,,,11/2019,
2.3,,,,12/2019,
2.6,,,,12/2019,
1.7,,,,12/2019,
1.7,,,,12/2019,
0.9,,,,12/2019,
1.2,,,,1/2020,
0.6,,,,1/2020,
0.4,,,,1/2020,
0.7,,,,1/2020,
0.8,,,,1/2020,
0,,,,2/2020,
0.5,,,,2/2020,
0.4,,,,2/2020,
0.1,,,,2/2020,
0.1,,,,3/2020,
0.5,,,,3/2020,
0.3,,,,3/2020,
0.6,,,,3/2020,
0.7,,,,3/2020,
0.4,,,,4/2020,
0.2,,,,4/2020,
0.2,,,,4/2020,
1.4,,,,4/2020,
2.2,,,,5/2020,
2.4,,,,5/2020,
6.2,,,,5/2020,
8,,,,5/2020,
8.8,,,,6/2020,
10.1,,,,6/2020,
10.4,,,,6/2020,
11.5,,,,6/2020,
13.7,,,,6/2020,
14.8,,,,7/2020,
14.5,,,,7/2020,
14.6,,,,7/2020,
15.7,,,,7/2020,
14.9,,,,8/2020,
15.5,,,,8/2020,
16.3,,,,8/2020,
14.1,,,,9/2020,
11.4,,,,9/2020,
11.1,,,,9/2020,
10.5,,,,10/2020,
9.9,,,,10/2020,
9.5,,,,10/2020,
5.6,,,,10/2020,
4.6,,,,10/2020,
4.7,,,,11/2020,
3.8,,,,11/2020,
2.9,,,,11/2020,
2.6,,,,11/2020,
2.3,,,,12/2020,
1.4,,,,12/2020,
0.5,,,,12/2020,
0.1,,,,12/2020,
0.7,,,,12/2020,
1.1,,,,1/2021,
0.8,,,,1/2021,
1.5,,,,1/2021,
1,,,,1/2021,
1,,,,2/2021,
0.9,,,,2/2021,
-0.3,,,,2/2021,
0.5,,,,2/2021,
0.2,,,,3/2021,
-0.1,,,,3/2021,
0.1,,,,3/2021,
0.2,,,,4/2021,
0.4,,,,4/2021,
0,,,,4/2021,
0.2,,,,4/2021,
11.5,,,,4/2021,
2.5,,,,5/2021,
2.3,,,,5/2021,
5.9,,,,5/2021,
7.5,,,,5/2021,
9.7,,,,6/2021,
11.1,,,,6/2021,
0,,,,12/1989,
-0.3,,,,12/1989,
-1,,,,12/1989,
-0.2,,,,12/1989,
-0.3,,,,1/1990,
0,,,,1/1990,
-0.2,,,,1/1990,
-0.3,,,,1/1990,
-0.1,,,,1/1990,
-0.1,,,,2/1990,
-0.3,,,,2/1990,
-0.3,,,,2/1990,
-0.2,,,,2/1990,
-0.1,,,,3/1990,
-0.1,,,,3/1990,
0,,,,3/1990,
0,,,,3/1990,
-0.2,,,,4/1990,
-0.1,,,,4/1990,
-0.3,,,,4/1990,
0.6,,,,4/1990,
1,,,,5/1990,
1,,,,5/1990,
3.6,,,,5/1990,
5.4,,,,5/1990,
10.1,,,,5/1990,
11.2,,,,6/1990,
15.4,,,,6/1990,
13.1,,,,6/1990,
15.2,,,,6/1990,
16.7,,,,7/1990,
15.1,,,,7/1990,
13.1,,,,7/1990,
12.2,,,,7/1990,
13.4,,,,8/1990,
11.5,,,,8/1990,
9.9,,,,8/1990,
10.6,,,,8/1990,
11.5,,,,8/1990,
10.8,,,,9/1990,
10.6,,,,9/1990,
8.3,,,,9/1990,
6.9,,,,9/1990,
8.7,,,,10/1990,
2.9,,,,10/1990,
4.1,,,,10/1990,
2.4,,,,10/1990,
3,,,,10/1990,
1.1,,,,11/1990,
0.1,,,,11/1990,
0.6,,,,11/1990,
0.2,,,,11/1990,
-0.2,,,,12/1990,
-0.3,,,,12/1990,
-0.4,,,,12/1990,
-0.4,,,,12/1990,
-0.5,,,,1/1991,
0,,,,1/1991,
0,,,,1/1991,
-0.3,,,,1/1991,
-1,,,,1/1991,
-0.1,,,,2/1991,
0,,,,2/1991,
0,,,,2/1991,
0,,,,2/1991,
0,,,,3/1991,
-0.1,,,,3/1991,
-0.1,,,,3/1991,
-0.1,,,,3/1991,
-0.2,,,,4/1991,
-0.2,,,,4/1991,
-0.1,,,,4/1991,
0,,,,4/1991,
0.7,,,,5/1991,
2,,,,5/1991,
11.2,,,,5/1991,
14.7,,,,5/1991,
13.4,,,,5/1991,
13,,,,6/1991,
14.1,,,,6/1991,
13.6,,,,6/1991,
15.9,,,,6/1991,
15.7,,,,7/1991,
15.1,,,,7/1991,
16.7,,,,7/1991,
14.2,,,,7/1991,
13.4,,,,7/1991,
13.7,,,,8/1991,
13.7,,,,8/1991,
13.5,,,,8/1991,
16,,,,8/1991,
13.2,,,,9/1991,
13.9,,,,9/1991,
10.6,,,,9/1991,
9.7,,,,9/1991,
8,,,,10/1991,
5.8,,,,10/1991,
4.8,,,,10/1991,
4.4,,,,10/1991,
3.3,,,,10/1991,
3.3,,,,11/1991,
2.5,,,,11/1991,
2.7,,,,11/1991,
1.3,,,,11/1991,
0.7,,,,12/1991,
1.5,,,,12/1991,
0.7,,,,12/1991,
0.8,,,,1/1992,
0.8,,,,1/1992,
0.8,,,,1/1992,
0.7,,,,1/1992,
0.4,,,,1/1992,
0.6,,,,2/1992,
0.6,,,,2/1992,
0.5,,,,2/1992,
0.5,,,,2/1992,
0.4,,,,3/1992,
0.3,,,,3/1992,
0.3,,,,3/1992,
0.3,,,,3/1992,
0.4,,,,4/1992,
0.4,,,,4/1992,
0.8,,,,4/1992,
0.4,,,,4/1992,
4.9,,,,4/1992,
9.3,,,,5/1992,
10.3,,,,5/1992,
14.2,,,,5/1992,
8.1,,,,5/1992,
12.9,,,,6/1992,
13.8,,,,6/1992,
17,,,,6/1992,
13.3,,,,6/1992,
11.2,,,,7/1992,
14.4,,,,7/1992,
15.4,,,,7/1992,
13.5,,,,7/1992,
13.5,,,,7/1992,
12.7,,,,8/1992,
13.9,,,,8/1992,
14.3,,,,8/1992,
14.2,,,,8/1992,
12.8,,,,9/1992,
12.9,,,,9/1992,
13.2,,,,9/1992,
9.3,,,,9/1992,
9.2,,,,9/1992,
9.6,,,,10/1992,
6.1,,,,10/1992,
4.7,,,,10/1992,
4.6,,,,10/1992,
3.1,,,,11/1992,
2.6,,,,11/1992,
2.2,,,,11/1992,
1.9,,,,11/1992,
1.5,,,,12/1992,
1,,,,12/1992,
1,,,,12/1992,
0.9,,,,12/1992,
0.7,,,,12/1992,
0.5,,,,1/1993,
0.4,,,,1/1993,
0.3,,,,1/1993,
0.2,,,,1/1993,
0.2,,,,2/1993,
0.2,,,,2/1993,
0.2,,,,2/1993,
0.2,,,,2/1993,
0.2,,,,3/1993,
0.3,,,,3/1993,
0.1,,,,3/1993,
0.1,,,,3/1993,
0.4,,,,3/1993,
0.5,,,,4/1993,
0.7,,,,4/1993,
1.3,,,,4/1993,
2.8,,,,4/1993,
3.8,,,,5/1993,
6.3,,,,5/1993,
6.1,,,,5/1993,
8,,,,5/1993,
8.4,,,,6/1993,
11.3,,,,6/1993,
11.4,,,,6/1993,
13.3,,,,6/1993,
11.9,,,,6/1993,
13.5,,,,7/1993,
12.7,,,,7/1993,
13,,,,7/1993,
15,,,,7/1993,
13.5,,,,8/1993,
15.3,,,,8/1993,
14.6,,,,8/1993,
14.2,,,,8/1993,
13.3,,,,9/1993,
11.3,,,,9/1993,
9.4,,,,9/1993,
9.6,,,,9/1993,
7.5,,,,9/1993,
6.9,,,,10/1993,
5,,,,10/1993,
4.9,,,,10/1993,
4.6,,,,10/1993,
3,,,,11/1993,
2.7,,,,11/1993,
2.6,,,,11/1993,
1.8,,,,11/1993,
2.1,,,,12/1993,
2.1,,,,12/1993,
2,,,,12/1993,
1.6,,,,12/1993,
1.1,,,,12/1993,
0,,,,1/1994,
0,,,,1/1994,
0.5,,,,1/1994,
0.8,,,,1/1994,
-0.2,,,,2/1994,
-0.2,,,,2/1994,
0.2,,,,2/1994,
0,,,,2/1994,
0.4,,,,3/1994,
0.7,,,,3/1994,
0.1,,,,3/1994,
0.4,,,,3/1994,
0.8,,,,3/1994,
0.3,,,,4/1994,
0.5,,,,4/1994,
1,,,,4/1994,
1.4,,,,4/1994,
3.7,,,,5/1994,
6.1,,,,5/1994,
7.2,,,,5/1994,
8.8,,,,5/1994,
9.4,,,,6/1994,
10.7,,,,6/1994,
13,,,,6/1994,
15,,,,6/1994,
16,,,,6/1994,
15.6,,,,7/1994,
13.9,,,,7/1994,
13.9,,,,7/1994,
12.9,,,,7/1994,
13.8,,,,8/1994,
10.8,,,,8/1994,
11.3,,,,8/1994,
11.2,,,,8/1994,
10.2,,,,9/1994,
10.5,,,,9/1994,
13.8,,,,9/1994,
11.9,,,,9/1994,
8.3,,,,9/1994,
7.9,,,,10/1994,
6.7,,,,10/1994,
9.5,,,,10/1994,
5.3,,,,10/1994,
4.2,,,,11/1994,
3,,,,11/1994,
2,,,,11/1994,
1.1,,,,12/1994,
1.1,,,,12/1994,
0.7,,,,12/1994,
0.3,,,,12/1994,
0.5,,,,12/1994,
0.4,,,,1/1995,
0.4,,,,1/1995,
0.4,,,,1/1995,
-0.1,,,,1/1995,
-0.3,,,,2/1995,
-0.4,,,,2/1995,
-0.6,,,,2/1995,
-0.4,,,,2/1995,
-0.5,,,,3/1995,
0.4,,,,3/1995,
-0.2,,,,3/1995,
-0.4,,,,3/1995,
0,,,,3/1995,
0,,,,4/1995,
0.2,,,,4/1995,
-0.1,,,,4/1995,
0.2,,,,4/1995,
0.7,,,,5/1995,
0.6,,,,5/1995,
2.8,,,,5/1995,
6,,,,5/1995,
9.1,,,,6/1995,
13.1,,,,7/1995,
13.6,,,,7/1995,
13.7,,,,7/1995,
13,,,,7/1995,
12.4,,,,8/1995,
13.4,,,,8/1995,
12.1,,,,8/1995,
13.4,,,,8/1995,
13.7,,,,8/1995,
13.5,,,,9/1995,
11,,,,9/1995,
8.8,,,,9/1995,
6.8,,,,9/1995,
8.4,,,,10/1995,
7.5,,,,10/1995,
6.1,,,,10/1995,
4.3,,,,10/1995,
3.2,,,,11/1995,
2.2,,,,11/1995,
0.5,,,,11/1995,
1.8,,,,11/1995,
0.3,,,,11/1995,
0.2,,,,12/1995,
0.2,,,,12/1995,
0.3,,,,12/1995,
0.3,,,,12/1995,
1,,,,1/1996,
0.1,,,,1/1996,
0.4,,,,1/1996,
0.3,,,,1/1996,
0.4,,,,2/1996,
0.7,,,,2/1996,
0.5,,,,2/1996,
0.6,,,,2/1996,
0.3,,,,3/1996,
0.5,,,,3/1996,
0.4,,,,3/1996,
0.3,,,,3/1996,
0.2,,,,4/1996,
0.5,,,,4/1996,
0.2,,,,4/1996,
0.1,,,,4/1996,
1.4,,,,5/1996,
5.4,,,,5/1996,
6.4,,,,5/1996,
9.6,,,,5/1996,
10.4,,,,5/1996,
10,,,,6/1996,
12.4,,,,6/1996,
12.1,,,,6/1996,
10.7,,,,6/1996,
13.6,,,,7/1996,
11.6,,,,7/1996,
13.1,,,,7/1996,
12.9,,,,7/1996,
12.2,,,,7/1996,
14.1,,,,8/1996,
13.2,,,,8/1996,
11.6,,,,8/1996,
10.8,,,,8/1996,
11.7,,,,9/1996,
11.4,,,,9/1996,
8.8,,,,9/1996,
8.1,,,,9/1996,
7.9,,,,10/1996,
6.7,,,,10/1996,
6.1,,,,10/1996,
5.2,,,,10/1996,
3.4,,,,10/1996,
1.7,,,,11/1996,
1.4,,,,11/1996,
0.2,,,,11/1996,
-0.2,,,,11/1996,
-0.1,,,,12/1996,
0.2,,,,12/1996,
-0.3,,,,12/1996,
0.3,,,,12/1996,
0.3,,,,1/1997,
-0.5,,,,1/1997,
-0.2,,,,1/1997,
-0.1,,,,1/1997,
0.2,,,,1/1997,
-0.2,,,,2/1997,
0.3,,,,2/1997,
0,,,,2/1997,
-0.2,,,,3/1997,
0,,,,3/1997,
-0.1,,,,3/1997,
0.1,,,,3/1997,
0.2,,,,4/1997,
-0.2,,,,4/1997,
0,,,,4/1997,
1.1,,,,4/1997,
4.7,,,,4/1997,
6.4,,,,5/1997,
4.7,,,,5/1997,
6.2,,,,5/1997,
10.6,,,,5/1997,
13,,,,6/1997,
12.9,,,,6/1997,
10.9,,,,6/1997,
13.2,,,,6/1997,
14.6,,,,7/1997,
11.9,,,,7/1997,
14.7,,,,7/1997,
13.3,,,,7/1997,
13.4,,,,7/1997,
12.3,,,,8/1997,
9.5,,,,8/1997,
9.6,,,,8/1997,
11.3,,,,8/1997,
10.2,,,,9/1997,
10.4,,,,9/1997,
8.8,,,,9/1997,
10.5,,,,9/1997,
9.7,,,,10/1997,
7.1,,,,10/1997,
5.3,,,,10/1997,
2.6,,,,10/1997,
1.6,,,,11/1997,
0.7,,,,11/1997,
0.4,,,,11/1997,
0.4,,,,12/1997,
0.5,,,,12/1997,
0.1,,,,12/1997,
0.7,,,,12/1997,
-0.3,,,,12/1997,
-0.4,,,,1/1998,
0,,,,1/1998,
0,,,,1/1998,
0,,,,1/1998,
-0.1,,,,2/1998,
-0.1,,,,2/1998,
0,,,,2/1998,
-0.3,,,,2/1998,
-0.4,,,,3/1998,
-0.4,,,,3/1998,
-0.3,,,,3/1998,
-0.2,,,,3/1998,
-0.4,,,,4/1998,
-0.1,,,,4/1998,
0,,,,4/1998,
0.4,,,,4/1998,
1.9,,,,4/1998,
8.2,,,,5/1998,
9.3,,,,5/1998,
10.1,,,,5/1998,
11.3,,,,5/1998,
9.1,,,,6/1998,
9.5,,,,6/1998,
12.3,,,,6/1998,
12.8,,,,6/1998,
13.7,,,,7/1998,
13,,,,7/1998,
14.2,,,,7/1998,
14.5,,,,7/1998,
13.2,,,,7/1998,
12.6,,,,8/1998,
12,,,,8/1998,
12.8,,,,8/1998,
13.1,,,,8/1998,
11.4,,,,9/1998,
10.1,,,,9/1998,
11.5,,,,9/1998,
9.7,,,,9/1998,
9,,,,10/1998,
7.6,,,,10/1998,
7.2,,,,10/1998,
6.2,,,,10/1998,
6.3,,,,10/1998,
3.3,,,,11/1998,
2.3,,,,11/1998,
2.5,,,,11/1998,
1.8,,,,11/1998,
1.9,,,,12/1998,
0.5,,,,12/1998,
0.5,,,,12/1998,
-0.6,,,,12/1998,
-0.8,,,,12/1998,
-0.3,,,,1/1999,
0,,,,1/1999,
0,,,,1/1999,
-0.1,,,,1/1999,
-0.1,,,,2/1999,
-0.1,,,,2/1999,
-0.2,,,,2/1999,
-0.2,,,,2/1999,
0.1,,,,3/1999,
0.1,,,,3/1999,
-0.1,,,,3/1999,
0.2,,,,3/1999,
-0.2,,,,4/1999,
0.2,,,,4/1999,
0.1,,,,4/1999,
0.7,,,,4/1999,
0.9,,,,4/1999,
3.6,,,,5/1999,
3.2,,,,5/1999,
8.3,,,,5/1999,
8.4,,,,5/1999,
8.8,,,,6/1999,
12.9,,,,6/1999,
10.3,,,,6/1999,
12.9,,,,6/1999,
12,,,,6/1999,
14.2,,,,7/1999,
14.1,,,,7/1999,
14.2,,,,7/1999,
13.5,,,,7/1999,
10.8,,,,8/1999,
11,,,,8/1999,
10.7,,,,9/1999,
12.8,,,,9/1999,
9.4,,,,9/1999,
9,,,,9/1999,
6.3,,,,10/1999,
5.1,,,,10/1999,
4.2,,,,10/1999,
3.5,,,,11/1999,
3.5,,,,11/1999,
2.6,,,,11/1999,
0.8,,,,12/1999,
0.8,,,,12/1999,
-0.2,,,,12/1999,
-0.6,,,,12/1999,
-0.1,,,,12/1999,
-0.5,,,,1/2000,
14.6,,,,1/2000,
-0.5,,,,1/2000,
-1,,,,1/2000,
-0.6,,,,1/2000,
-0.9,,,,2/2000,
-0.8,,,,2/2000,
-1.1,,,,2/2000,
-0.3,,,,2/2000,
-0.3,,,,3/2000,
-0.4,,,,3/2000,
-0.4,,,,3/2000,
-0.2,,,,3/2000,
-0.5,,,,3/2000,
-0.3,,,,4/2000,
0.1,,,,4/2000,
-0.1,,,,4/2000,
0.1,,,,4/2000,
3.2,,,,5/2000,
3.2,,,,5/2000,
5.5,,,,5/2000,
8,,,,5/2000,
9.1,,,,5/2000,
10.1,,,,6/2000,
11.1,,,,6/2000,
10.8,,,,6/2000,
10.9,,,,6/2000,
13.2,,,,7/2000,
13.4,,,,7/2000,
12,,,,7/2000,
12.6,,,,7/2000,
13.3,,,,8/2000,
13.8,,,,8/2000,
13.1,,,,8/2000,
12.4,,,,8/2000,
13.5,,,,8/2000,
11.4,,,,9/2000,
10.4,,,,9/2000,
9.4,,,,9/2000,
7.2,,,,9/2000,
6.6,,,,10/2000,
7.3,,,,10/2000,
6,,,,11/2000,
1,,,,11/2000,
-0.2,,,,12/2000,
-0.7,,,,12/2000,
0.1,,,,12/2000,
-0.3,,,,12/2000,
0.2,,,,1/2001,
0.2,,,,1/2001,
-0.5,,,,1/2001,
0,,,,1/2001,
-0.2,,,,1/2001,
-0.4,,,,2/2001,
-0.3,,,,2/2001,
-0.5,,,,2/2001,
-0.3,,,,3/2001,
-0.3,,,,3/2001,
-0.4,,,,3/2001,
-0.2,,,,3/2001,
-0.1,,,,4/2001,
0,,,,4/2001,
0,,,,4/2001,
0.1,,,,4/2001,
1.2,,,,5/2001,
2.8,,,,5/2001,
5.5,,,,5/2001,
7.2,,,,5/2001,
9.1,,,,5/2001,
9.7,,,,6/2001,
12.2,,,,6/2001,
11.7,,,,6/2001,
12.5,,,,6/2001,
9,,,,7/2001,
11.9,,,,7/2001,
11.1,,,,7/2001,
9.5,,,,7/2001,
12.4,,,,8/2001,
12.9,,,,8/2001,
11.5,,,,8/2001,
12.4,,,,8/2001,
10.7,,,,8/2001,
9.5,,,,9/2001,
9.5,,,,9/2001,
9.2,,,,9/2001,
6.9,,,,9/2001,
6.6,,,,10/2001,
7,,,,10/2001,
5,,,,10/2001,
4.1,,,,10/2001,
3.1,,,,10/2001,
3.6,,,,11/2001,
1.8,,,,11/2001,
1.2,,,,11/2001,
1,,,,12/2001,
0.5,,,,12/2001,
0.2,,,,12/2001,
0.1,,,,12/2001,
0.1,,,,1/2002,
-0.8,,,,1/2002,
-0.7,,,,1/2002,
-0.2,,,,2/2002,
-0.8,,,,2/2002,
-0.4,,,,2/2002,
-1,,,,2/2002,
-1.6,,,,3/2002,
-0.4,,,,3/2002,
-0.7,,,,3/2002,
0.1,,,,3/2002,
-0.4,,,,4/2002,
-0.4,,,,4/2002,
1.9,,,,4/2002,
0.1,,,,4/2002,
0.6,,,,4/2002,
1.5,,,,5/2002,
1.4,,,,5/2002,
5.4,,,,5/2002,
8.5,,,,5/2002,
